Startdatum;Enddatum;Portfolioname;Währung;Kampagnen-Name;Anzeigengruppenname;Ausrichtung;Übereinstimmungstyp;Suchbegriff des Kunden;Impressionen;Klicks;Klickrate (CTR);Kosten pro Klick (CPC);Ausgaben;7 Tage, Umsatz gesamt (€);Gesamtumsatzkosten für Werbung (ACOS) ;Gesamtrendite von Werbeausgaben (Return on Advertising Spend, ROAS);7 Tage, Aufträge gesamt (#);7 Tage, Einheiten gesamt (#);7-Tage-Konversionsrate;7 Tage, Beworbene SKU-Einheiten (#);7-Tage, Andere SKU-Einheiten (#);7 Tage, Beworbene SKU-Umsätze (€);7-Tage, Andere SKU-Umsätze (€)
Apr 07, 2023;Mai 11, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewannenablage glas;PHRASE;badewannenablage glas;275;16;5,8182%;€0,27;€4,30;€89,90;4,7831%;20,91;2;2;12,5000%;2;0;€89,90;€0,00
Mai 27, 2023;Mai 27, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewannenablage glas;PHRASE;badewannenablage glas 80 cm;12;1;8,3333%;€0,35;€0,35;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 21, 2023;Mai 11, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewannenablage holz;PHRASE;badewannenablage holz 80 cm;551;6;1,0889%;€0,31;€1,87;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 24, 2023;Mai 24, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewannenablage holz;PHRASE;badewannenablage holz dunkel;12;1;8,3333%;€0,39;€0,39;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 12, 2023;Mai 12, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewannenablage acryl;PHRASE;ausziehbare badewannenablage aus acryl;38;1;2,6316%;€0,94;€0,94;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 05, 2023;Mai 25, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewannenablage acryl;PHRASE;badewannenablage acryl;277;7;2,5271%;€0,86;€5,99;€43,69;13,7102%;7,29;1;1;14,2857%;0;1;€0,00;€43,69
Mai 29, 2023;Mai 29, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewannenablage acryl;PHRASE;badewannenablage acryl 80;1;1;100,0000%;€0,42;€0,42;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 01, 2023;Apr 01, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewannenablage acryl;PHRASE;badewannenablage aus acryl;34;1;2,9412%;€0,29;€0,29;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 26, 2023;Apr 26, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badezimmer accessoires;PHRASE;badezimmer accessoires duft set;1;1;100,0000%;€0,08;€0,08;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Mrz 30, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewannen tablett holz;PHRASE;badewannen tablett holz;4;1;25,0000%;€0,06;€0,06;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Jun 01, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewannenablage schwarz;PHRASE;badewannenablage schwarz;120;4;3,3333%;€0,18;€0,71;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 01, 2023;Apr 01, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewannenablage schwarz;PHRASE;badewannenablage schwarz matt;1;1;100,0000%;€0,22;€0,22;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 01, 2023;Apr 16, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewannenablage schwarz;PHRASE;badewannenablage schwarz metall;29;2;6,8966%;€0,20;€0,40;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 08, 2023;Mai 08, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewannenablage acrylglas;PHRASE;badewannenablage acrylglas;22;2;9,0909%;€0,76;€1,52;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 23, 2023;Mai 23, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewannenablage acrylglas;PHRASE;badewannenablage acrylglas schwarz;5;1;20,0000%;€0,29;€0,29;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 07, 2023;Apr 16, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;bathtub tray;EXACT;bathtub tray;112;5;4,4643%;€0,60;€3,01;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Mai 14, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;wannenablage;EXACT;wannenablage;1017;14;1,3766%;€0,48;€6,72;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 12, 2023;Mai 09, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badewannentisch;EXACT;badewannentisch;292;5;1,7123%;€0,55;€2,74;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 24, 2023;Jun 01, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badewannenablage;EXACT;badewannenablage;19483;120;0,6159%;€0,31;€36,93;€184,84;19,9794%;5,01;4;4;3,3333%;2;2;€92,42;€92,42
Apr 04, 2023;Apr 04, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badewannenablage;EXACT;badewannenablagen;2;1;50,0000%;€0,26;€0,26;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 01, 2023;Apr 04, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badezimm zubehor;EXACT;badezimmer zubehör;49;4;8,1633%;€0,35;€1,38;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 30, 2023;Apr 30, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;ablage badewanne;EXACT;ablage badewanne;8;1;12,5000%;€0,28;€0,28;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Mai 21, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;tablett badewanne;EXACT;tablett badewanne;204;7;3,4314%;€0,37;€2,60;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 01, 2023;Mai 29, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;tablett badewanne;EXACT;tablett für badewanne;90;3;3,3333%;€0,21;€0,64;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Mai 30, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badewannentablett;EXACT;badewannentablett;10699;48;0,4486%;€0,40;€19,21;€44,53;43,1395%;2,32;1;1;2,0833%;1;0;€44,53;€0,00
Apr 04, 2023;Mai 14, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badewannen ablagen;EXACT;badewanne ablage;41;4;9,7561%;€0,28;€1,13;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 17, 2023;Apr 17, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badewannen ablagen;EXACT;badewannen ablage;37;1;2,7027%;€0,17;€0,17;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Mai 14, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badewannen ablagen;EXACT;badewannen ablagen;63;2;3,1746%;€0,26;€0,52;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 03, 2023;Mai 03, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badewannenablage glas;EXACT;badewannenablage aus glas;7;1;14,2857%;€0,27;€0,27;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Mai 18, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badewannenablage glas;EXACT;badewannenablage glas;416;18;4,3269%;€0,33;€5,92;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 05, 2023;Jun 01, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badewannenablage acryl;EXACT;badewannenablage acryl;701;14;1,9971%;€0,52;€7,23;€228,53;3,1637%;31,61;5;5;35,7143%;3;2;€137,79;€90,74
Mai 27, 2023;Mai 27, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badewannenablage acryl;EXACT;badewannenablage aus acryl;7;1;14,2857%;€0,63;€0,63;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 31, 2023;Mai 25, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;novana badewannenablage;EXACT;novana badewannenablage;34;8;23,5294%;€0,07;€0,59;€46,21;1,2768%;78,32;1;1;12,5000%;1;0;€46,21;€0,00
Mrz 29, 2023;Mai 11, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badewannenablage schwarz;EXACT;badewannenablage schwarz;544;16;2,9412%;€0,17;€2,75;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 09, 2023;Jun 01, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badewannenablage acrylglas;EXACT;badewannenablage acrylglas;290;23;7,9310%;€0,28;€6,47;€45,37;14,2605%;7,01;1;1;4,3478%;1;0;€45,37;€0,00
Mrz 31, 2023;Mai 24, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badewannenablage transparent;EXACT;badewannenablage transparent;80;3;3,7500%;€0,36;€1,09;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 14, 2023;Mai 14, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;bad deko;BROAD;bad deko verrückt;2;1;50,0000%;€0,13;€0,13;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 16, 2023;Apr 16, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;bad deko;BROAD;deko bad;17;1;5,8824%;€0,16;€0,16;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Apr 02, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;bad deko;BROAD;deko bad wais;2;1;50,0000%;€0,24;€0,24;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 25, 2023;Apr 25, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;bad deko;BROAD;deko f r bad t r;2;1;50,0000%;€0,15;€0,15;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 17, 2023;Mai 17, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;bad deko;BROAD;melonen deko bad;1;1;100,0000%;€0,09;€0,09;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 15, 2023;Mai 15, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;bad deko;BROAD;mykonos bad deko;2;1;50,0000%;€0,11;€0,11;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 25, 2023;Apr 25, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;bad deko;BROAD;natürliche deko bad;2;1;50,0000%;€0,15;€0,15;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 29, 2023;Mai 29, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;bad deko;BROAD;rituals deko bad;4;1;25,0000%;€0,11;€0,11;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 09, 2023;Apr 09, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;bad zubehor;BROAD;bad zubehör süß;1;1;100,0000%;€0,20;€0,20;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 26, 2023;Mai 26, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;bathtub tray;BROAD;bath caddy tray for bathtub;2;1;50,0000%;€0,16;€0,16;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 28, 2023;Mai 28, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;bathtub tray;BROAD;bathtub extendable tray;1;1;100,0000%;€0,24;€0,24;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 31, 2023;Mrz 31, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;deko tablett;BROAD;deko tablett gold;32;1;3,1250%;€0,16;€0,16;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 08, 2023;Mai 08, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;deko tablett;BROAD;deko tablett holz;1;1;100,0000%;€0,19;€0,19;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 29, 2023;Mrz 29, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;deko tablett;BROAD;deko tablett mit erhöhung;3;1;33,3333%;€0,23;€0,23;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 23, 2023;Apr 23, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;deko tablett;BROAD;deko tablett mit gestell;3;1;33,3333%;€0,21;€0,21;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 29, 2023;Mrz 29, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;deko tablett;BROAD;deko tablett parfum;1;1;100,0000%;€0,23;€0,23;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Apr 02, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;deko tablett;BROAD;deko tablett rechteckig 1m lang;6;1;16,6667%;€0,22;€0,22;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Mrz 30, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;deko tablett;BROAD;deko tablett schwarz 30x24;2;1;50,0000%;€0,23;€0,23;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 21, 2023;Apr 21, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;deko tablett;BROAD;deko tablett silber;15;1;6,6667%;€0,22;€0,22;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 31, 2023;Mai 31, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;deko tablett;BROAD;edelstahl tablett deko;1;1;100,0000%;€0,22;€0,22;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Mrz 30, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;deko tablett;BROAD;längliches deko tablett;1;1;100,0000%;€0,23;€0,23;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Apr 02, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;deko tablett;BROAD;spiegel tablett deko;6;1;16,6667%;€0,22;€0,22;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 29, 2023;Apr 29, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;deko tablett;BROAD;tablett deko;4;1;25,0000%;€0,07;€0,07;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Apr 02, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;deko tablett;BROAD;tablett deko pool;7;1;14,2857%;€0,22;€0,22;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 10, 2023;Apr 10, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;deko tablett;BROAD;tabletten deko gold;1;1;100,0000%;€0,15;€0,15;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 10, 2023;Jun 01, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;wannenablage;BROAD;badewannenablage wannenablage;18;2;11,1111%;€0,57;€1,14;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 01, 2023;Mai 29, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;wannenablage;BROAD;wannenablage;8400;46;0,5476%;€0,40;€18,38;€89,06;20,6378%;4,85;2;2;4,3478%;2;0;€89,06;€0,00
Apr 03, 2023;Mai 21, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;wannenablage;BROAD;wannenablage acryl;9;2;22,2222%;€0,34;€0,67;€90,74;0,7384%;135,43;2;2;100,0000%;0;2;€0,00;€90,74
Mai 26, 2023;Mai 26, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;wannenablage;BROAD;wannenablage bambus;1;1;100,0000%;€0,39;€0,39;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 26, 2023;Mai 26, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;wannenablage;BROAD;wannenablage breit;20;1;5,0000%;€0,24;€0,24;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 03, 2023;Apr 03, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;wannenablage;BROAD;wannenablage edelstahl;8;1;12,5000%;€0,37;€0,37;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 31, 2023;Mai 31, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;wannenablage;BROAD;wannenablage grau;10;1;10,0000%;€0,41;€0,41;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 15, 2023;Apr 15, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;wannenablage;BROAD;wannenablage holz;6;1;16,6667%;€0,48;€0,48;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 21, 2023;Mai 21, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;wannenablage;BROAD;wannenablage holz weiss;5;1;20,0000%;€0,43;€0,43;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 18, 2023;Apr 18, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;wannenablage;BROAD;wannenablage kunststoff;12;2;16,6667%;€0,75;€1,50;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 12, 2023;Apr 18, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;wannenablage;BROAD;wannenablage metall;37;2;5,4054%;€0,44;€0,87;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 24, 2023;Apr 24, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;wannenablage;BROAD;wannenablage plastik;12;1;8,3333%;€0,26;€0,26;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Jun 01, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;wannenablage;BROAD;wannenablage schwarz;33;2;6,0606%;€0,68;€1,35;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 13, 2023;Apr 13, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;wannenablage;BROAD;wannenablage silber;2;1;50,0000%;€0,29;€0,29;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 10, 2023;Mai 10, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;wannenablage;BROAD;wannenablage verstellbar;6;1;16,6667%;€0,46;€0,46;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Apr 20, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;wannenablage;BROAD;wannenablage weiß;6;3;50,0000%;€0,47;€1,41;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 31, 2023;Mrz 31, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;wannenablage;BROAD;wannenablage+kunststoff;4;1;25,0000%;€0,50;€0,50;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 15, 2023;Apr 15, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;bad accessoir;BROAD;bad accessoires gurlako;1;1;100,0000%;€0,20;€0,20;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 04, 2023;Apr 04, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;ablag tablett;BROAD;ablage tablett für waschbecken bad;3;1;33,3333%;€0,49;€0,49;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 18, 2023;Mai 18, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;ablag tablett;BROAD;leder tablett ablage;5;1;20,0000%;€0,54;€0,54;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 21, 2023;Apr 21, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;ablag tablett;BROAD;wasserkocher mit tablett und kaffee ablage;12;1;8,3333%;€0,41;€0,41;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Apr 19, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;badewannenbrett;BROAD;acryl badewannenbrett;7;2;28,5714%;€0,09;€0,17;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 29, 2023;Mrz 29, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;badewannenbrett;BROAD;badewannenbrett 100cm;37;2;5,4054%;€0,38;€0,76;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Jun 01, 2023;Jun 01, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;badewannenbrett;BROAD;badewannenbrett 74 cm;5;1;20,0000%;€0,50;€0,50;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 16, 2023;Apr 25, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;badewannenbrett;BROAD;badewannenbrett 80 cm;31;2;6,4516%;€0,63;€1,26;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 04, 2023;Apr 04, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;badewannenbrett;BROAD;badewannenbrett 89 cm;18;1;5,5556%;€0,44;€0,44;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 01, 2023;Apr 01, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;badewannenbrett;BROAD;badewannenbrett 90 cm;4;1;25,0000%;€0,92;€0,92;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
